;Name;Location;Year;Kilometers_Driven;Fuel_Type;Transmission;Owner_Type;Mileage;Engine;Power;Seats;New_Price;Price
4482;Ford Fiesta 1.4 Duratec EXI;Pune;2008;74000;Petrol;Manual;Second;16,6;1388;68;5;;1600
4483;Maruti Baleno Zeta Automatic;Pune;2017;33000;Petrol;Automatic;First;21,4;1197;83,1;5;;7250
4484;Skoda Laura 1.9 TDI MT Ambiente;Mumbai;2010;95000;Diesel;Manual;Second;17;1896;105;5;;3250
4485;Volkswagen Vento 1.5 TDI Comfortline;Kolkata;2012;34000;Diesel;Manual;First;20,64;1498;108,5;5;11,16;3400
4486;Audi Q7 3.0 TDI Quattro Technology;Coimbatore;2014;102865;Diesel;Automatic;First;12,07;2967;241,4;7;;30500
4487;Hyundai Verna VTVT 1.6 SX Option;Kochi;2016;52378;Petrol;Manual;First;17;1591;121,3;5;13,6;7970
4488;Mercedes-Benz New C-Class 220 CDI AT;Delhi;2012;38000;Diesel;Automatic;First;14,84;2143;170;5;;13510
4489;Honda Amaze S i-Dtech;Kochi;2015;60334;Diesel;Manual;First;25,8;1498;98,6;5;;5430
4490;Ford Fiesta 1.4 Duratec EXI Limited Edition;Chennai;2010;107000;Petrol;Manual;First;16,6;1388;68;5;;2600
4491;Hyundai i20 Magna Optional 1.2;Bangalore;2013;445000;Petrol;Manual;First;18,5;1197;82,9;5;;4450
4492;Maruti Alto 800 LXI;Kolkata;2017;2196;Petrol;Manual;First;22,74;796;47,3;5;;2750
4493;BMW 5 Series 530i Sedan;Kolkata;2010;24000;Petrol;Automatic;First;10,6;2996;258;5;;8750
4494;Fiat Grande Punto 1.4 Emotion;Coimbatore;2015;44846;Petrol;Manual;Second;14,6;1368;88,7;5;;5410
4495;Maruti Dzire AMT ZDI Plus;Kochi;2018;64035;Diesel;Automatic;First;28,4;1248;73,75;5;10,7;8550
4496;Mahindra XUV500 W6 2WD;Mumbai;2014;45600;Diesel;Manual;First;15,1;2179;140;7;;8250
4497;Volvo XC90 2007-2015 D5 AT AWD;Kochi;2014;102001;Diesel;Automatic;First;11,1;2400;200;7;;23580
4498;Hyundai i10 Sportz 1.2;Coimbatore;2014;47439;Petrol;Manual;First;20,36;1197;78,9;5;;4490
4499;Toyota Fortuner 3.0 Diesel;Hyderabad;2010;193254;Diesel;Manual;First;11,5;2982;171;7;;12990
4500;Tata Nano XTA;Bangalore;2016;29000;Petrol;Automatic;First;21,9;624;37,48;4;;2800
4501;Renault Lodgy 110PS RxZ 8 Seater;Coimbatore;2016;51681;Diesel;Manual;First;19,98;1461;108,5;8;;8430
4502;Audi Q7 3.0 TDI Quattro Premium Plus;Hyderabad;2015;50000;Diesel;Automatic;First;12,07;2967;241,4;7;;47500
4503;Honda City i VTEC CVT VX;Mumbai;2016;42666;Petrol;Automatic;First;18;1497;117,3;5;;8950
4504;Renault Duster 110PS Diesel RxL;Jaipur;2013;65000;Diesel;Manual;Second;19,01;1461;108,45;5;;5500
4505;Honda Amaze S i-VTEC;Jaipur;2014;18776;Petrol;Manual;First;17,8;1198;86,7;5;;4750
4506;Honda Amaze S i-Vtech;Jaipur;2016;6714;Petrol;Manual;First;18;1198;86,7;5;;4750
4507;BMW 3 Series 320i;Pune;2009;40000;Petrol;Automatic;Second;12,05;1995;154;5;;9500
4508;Maruti Ritz LDi;Coimbatore;2011;88539;Diesel;Manual;First;23,2;1248;73,94;5;;3770
4509;Honda City 1.5 S MT;Delhi;2012;65055;Petrol;Manual;Second;17;1497;118;5;;4250
4510;BMW 3 Series 320d Sport Line;Mumbai;2014;23000;Diesel;Automatic;First;18,88;1995;184;5;;19900
4511;Volkswagen Jetta 2007-2011 1.9 TDI Trendline;Chennai;2009;60000;Diesel;Manual;First;15;1896;105;5;;4000
4512;Maruti Swift Dzire LXI;Kochi;2013;59350;Petrol;Manual;First;19,1;1197;85,8;5;;4160
4513;Jaguar XF 2.2 Litre Executive;Bangalore;2015;19000;Diesel;Automatic;Second;16,36;2179;187,7;5;;38000
4514;Hyundai Xcent 1.2 Kappa AT SX Option;Kochi;2016;45560;Petrol;Automatic;First;16,9;1197;82;5;;6340
4515;Toyota Innova 2.5 G (Diesel) 7 Seater BS IV;Pune;2009;118000;Diesel;Manual;First;12,8;2494;102;8;;4500
4516;Maruti Eeco 7 Seater Standard;Chennai;2016;55000;Petrol;Manual;First;15,1;1196;73;7;4,87;3750
4517;Audi A4 New 2.0 TDI Multitronic;Delhi;2012;60000;Diesel;Automatic;Second;15,2;1968;140,8;5;;10200
4518;Toyota Innova 2.5 G (Diesel) 7 Seater BS IV;Chennai;2007;145000;Diesel;Manual;First;12,8;2494;102;8;;5000
4519;Maruti Grand Vitara MT;Mumbai;2008;46810;Petrol;Manual;First;9,8;1995;163,5;5;;3950
4520;Volkswagen Vento 1.5 TDI Highline;Coimbatore;2016;62767;Diesel;Manual;First;20,34;1498;103,2;5;;9750
4521;Hyundai Elite i20 Petrol Asta;Kochi;2018;18553;Petrol;Manual;First;18,6;1197;81,86;5;;7930
4522;Ford Fiesta Classic 1.4 Duratorq CLXI;Hyderabad;2011;143143;Diesel;Manual;First;17,8;1399;67;5;;2100
4523;Mitsubishi Pajero Sport 4X4;Coimbatore;2015;53497;Diesel;Manual;First;13,5;2477;175,56;7;34,6;16420
4524;Hyundai Santa Fe 4X4;Bangalore;2011;148000;Diesel;Manual;Second;14,66;2199;194,3;7;;8900
4525;Mahindra XUV500 W8 2WD;Pune;2012;95000;Diesel;Manual;First;15,1;2179;140;7;;7210
4526;Toyota Innova 2.5 V Diesel 8-seater;Chennai;2015;100000;Diesel;Manual;First;12,8;2494;102;8;;13500
4527;Mercedes-Benz GLE 350d;Chennai;2016;29000;Diesel;Automatic;First;11,57;2987;254,79;5;92,79;65000
4528;Mahindra Scorpio 2009-2014 SLE 7S BSIV;Bangalore;2014;87000;Diesel;Manual;First;12,05;2179;120;7;;7400
4529;Honda City 1.5 S AT;Kochi;2014;56838;Petrol;Automatic;First;16,8;1497;118;5;;5150
4530;Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury;Pune;2013;100000;Diesel;Automatic;First;12;2987;224;7;;32000
4531;Honda City 1.5 S MT;Kolkata;2011;125000;Petrol;Manual;First;17;1497;118;5;;3250
4532;Maruti Wagon R VXI AMT;Kolkata;2017;17000;Petrol;Automatic;First;22,5;998;67;5;5,8;3950
4533;Tata Indigo eCS GLE BSIII;Pune;2013;70000;Petrol;Manual;Second;15,4;1193;65;5;;1500
4534;Hyundai i20 2015-2017 1.2 Asta with AVN;Pune;2010;50000;Petrol;Manual;Second;17;1197;80;5;;3000
4535;Honda Jazz Active;Kolkata;2010;39800;Petrol;Manual;First;16;1198;90;5;;1990
4536;Maruti A-Star Lxi;Kolkata;2010;60000;Petrol;Manual;First;19;998;66,1;5;;1350
4537;BMW 3 Series 320d Highline;Hyderabad;2009;58000;Diesel;Automatic;First;16,07;1995;181;5;;13500
4538;Skoda Yeti Elegance;Hyderabad;2010;110009;Diesel;Manual;First;17,67;1968;138,08;5;;6990
4539;Nissan Terrano XV Premium 110 PS;Hyderabad;2013;85000;Diesel;Manual;First;19,01;1461;108,5;5;;8500
4540;Volkswagen Polo Diesel Comfortline 1.2L;Pune;2010;84000;Diesel;Manual;Second;22,07;1199;73,9;5;;2890
4541;BMW 3 Series 320d;Mumbai;2011;51000;Diesel;Automatic;First;22,69;1995;190;5;47,87;10500
4542;Nissan Sunny 2011-2014 XL;Kochi;2013;68880;Petrol;Manual;First;16,95;1498;97,7;5;;3970
4543;Maruti Alto K10 VXI AGS;Chennai;2017;5500;Petrol;Automatic;First;24,07;998;67,1;5;;4250
4544;Maruti Ritz ZXI;Coimbatore;2016;40052;Petrol;Manual;First;21,1;1197;85,8;5;;6170
4545;Audi Q5 30 TDI quattro Premium Plus;Coimbatore;2016;47293;Diesel;Automatic;First;14,16;1968;174,3;5;;38720
4546;Hyundai Verna CRDi SX;Hyderabad;2013;79663;Diesel;Manual;First;16,8;1493;110;5;;6500
4547;Honda Amaze S i-Dtech;Jaipur;2013;63000;Diesel;Manual;Second;25,8;1498;98,6;5;;4250
4548;Honda City i DTEC SV;Kolkata;2014;45000;Diesel;Manual;First;26;1498;98,6;5;;4750
4549;Toyota Fortuner TRD Sportivo 2.8 2WD AT;Kochi;2014;56501;Diesel;Automatic;First;12,9;2755;174,5;7;;17710
4550;Volkswagen Vento 1.5 TDI Highline;Jaipur;2015;58000;Diesel;Manual;First;20,34;1498;103,2;5;;5850
4551;BMW 5 Series 520d Luxury Line;Coimbatore;2011;51602;Diesel;Automatic;First;22,48;1995;190;5;63,71;17270
4552;BMW 3 Series 320d Sedan;Hyderabad;2007;74199;Diesel;Automatic;First;16,07;1995;181;5;;9250
4553;Hyundai Creta 1.6 SX Plus Petrol Automatic;Ahmedabad;2017;25000;Petrol;Automatic;First;13;1591;121,3;5;;12750
4554;BMW 3 Series Luxury Line;Pune;2016;70000;Diesel;Automatic;Second;21,76;1995;190;5;62,11;27000
4555;Mercedes-Benz New C-Class C 220 CDI BE Avantgare;Bangalore;2013;25000;Diesel;Automatic;Second;14,84;2143;167,62;5;;21000
4556;Maruti Swift Dzire VDI;Hyderabad;2017;22000;Diesel;Manual;First;26,59;1248;74;5;;7950
4557;Maruti Celerio ZXI;Hyderabad;2015;47020;Petrol;Manual;Second;23,1;998;67,04;5;;4500
4558;BMW 3 Series 320d GT Luxury Line;Mumbai;2017;8000;Diesel;Automatic;First;19,59;1995;187,74;5;;33750
4559;Audi Q7 4.2 TDI Quattro Technology;Delhi;2010;73000;Diesel;Automatic;First;11,33;4134;335,2;7;;17510
4560;Honda Jazz V;Kochi;2017;36973;Petrol;Manual;First;18,2;1199;88,7;5;8,71;6800
4561;Tata Nano Cx BSIV;Coimbatore;2014;42083;Petrol;Manual;First;25,4;624;37,48;4;;1680
4562;Maruti Alto 800 2016-2019 LXI;Chennai;2016;61000;Petrol;Manual;First;24,7;796;47,3;5;;2900
4563;Maruti Wagon R VXI;Mumbai;2014;43628;Petrol;Manual;First;22,5;998;67,04;5;5,61;3160
4564;Hyundai Xcent 1.1 CRDi Base;Jaipur;2014;60000;Diesel;Manual;First;24,4;1120;71;5;;3900
4565;Chevrolet Beat LT;Delhi;2010;54000;Petrol;Manual;Second;17,8;1199;76,8;5;;1950
4566;Jaguar XF 2.2 Litre Luxury;Kochi;2015;27001;Diesel;Automatic;First;16,36;2179;187,7;5;;26520
4567;Volkswagen Passat Diesel Highline 2.0 TDI;Chennai;2010;52000;Diesel;Automatic;First;18,33;1968;167,7;5;;9000
4568;Hyundai i20 Asta 1.4 CRDi;Hyderabad;2012;80000;Diesel;Manual;First;21,27;1396;88,76;5;;4500
4569;Mitsubishi Pajero 2.8 SFX;Chennai;2008;160000;Diesel;Manual;First;10,5;2835;107,2;6;;8750
4570;Maruti Vitara Brezza ZDi Plus AMT Dual Tone;Chennai;2018;3300;Diesel;Automatic;First;24,3;1248;88,5;5;12,88;11500
4571;Maruti Alto K10 LXI;Delhi;2016;35027;Petrol;Manual;First;24,07;998;67,1;5;3,91;3000
4572;Hyundai EON Magna Plus;Coimbatore;2015;26568;Petrol;Manual;First;21,1;814;55,2;5;;3790
4573;Maruti Ciaz VDi Plus SHVS;Ahmedabad;2015;59000;Diesel;Manual;First;28,09;1248;88,5;5;;6000
4574;Hyundai Creta 1.6 CRDi SX Option;Bangalore;2016;51000;Diesel;Manual;First;19,67;1582;126,2;5;;13250
4575;Skoda Superb Ambition 2.0 TDI CR AT;Delhi;2012;56400;Diesel;Automatic;First;17,2;1968;138,1;5;;8000
4576;Volkswagen Polo 1.5 TDI Highline;Hyderabad;2015;80000;Diesel;Manual;First;20,14;1498;88,8;5;;5800
4577;BMW 5 Series 520d Sedan;Delhi;2012;72000;Diesel;Automatic;Third;18,48;;;;;13850
4578;Toyota Innova 2.5 VX (Diesel) 7 Seater;Hyderabad;2013;107000;Diesel;Manual;Second;12,99;2494;100,6;7;;13500
4579;Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance;Pune;2014;100000;Diesel;Automatic;First;14,21;2143;203;5;;25000
4580;Volkswagen Polo 1.5 TDI Highline;Kochi;2016;59998;Diesel;Manual;First;20,14;1498;88,8;5;;5490
4581;Audi Q3 2.0 TDI;Hyderabad;2013;105000;Diesel;Automatic;First;17,32;1968;150;5;;19000
4582;Hyundai i20 1.2 Magna;Kolkata;2011;36000;Petrol;Manual;First;18,5;1197;80;5;;2500
4583;Hyundai i10 Sportz 1.1L;Kolkata;2015;24350;Petrol;Manual;Second;19,81;1086;68,05;5;;3000
4584;Tata Tigor 1.05 Revotorq XT;Kochi;2018;28973;Diesel;Manual;First;24,7;1047;69;5;;6640
4585;Hyundai EON Era;Kochi;2017;8243;Petrol;Manual;First;21,1;814;55,2;5;;3210
4586;Hyundai Santro Xing GLS;Chennai;2009;136642;Petrol;Manual;Second;17,92;1086;62,1;5;;1550
4587;Hyundai Santro Xing GLS;Hyderabad;2011;60000;Petrol;Manual;First;17,92;1086;62,1;5;;2590
4588;Mahindra Scorpio SLX;Chennai;2008;100000;Diesel;Manual;Second;12,7;2609;120;8;;4000
4589;Honda City i-VTEC S;Jaipur;2010;48689;Petrol;Manual;First;17,4;1497;117,3;5;;3870
4590;Maruti Vitara Brezza ZDi;Bangalore;2017;45000;Diesel;Manual;First;24,3;1248;88,5;5;11;9750
4591;Audi A4 35 TDI Technology Edition;Kochi;2019;38163;Diesel;Automatic;First;17,11;1968;174,33;5;;32910
4592;Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance;Chennai;2011;43800;Diesel;Automatic;Second;14,21;2143;203;5;;16750
4593;Honda Civic 2006-2010 1.8 MT Sport;Jaipur;2007;92000;Petrol;Manual;First;13,5;1799;130;5;;1900
4594;Hyundai i20 Magna 1.2;Kochi;2017;14064;Petrol;Manual;First;18,6;1197;81,83;5;;6590
4595;Audi Q3 35 TDI Quattro Premium Plus;Coimbatore;2017;42366;Diesel;Automatic;First;15,73;1968;174,33;5;;31930
4596;Honda City i DTEC VX;Jaipur;2014;76551;Diesel;Manual;First;25,1;1498;98,6;5;;7250
4597;Hyundai i10 Era 1.1 iTech SE;Pune;2008;72672;Petrol;Manual;First;19,81;1086;68,05;5;;1900
4598;Maruti Swift VDI BSIV;Kolkata;2015;45000;Diesel;Manual;First;25,2;1248;74;5;;3550
4599;Ford Endeavour 3.0L 4X4 AT;Hyderabad;2012;91696;Diesel;Automatic;First;11,4;2953;153,86;7;;9250
4600;Ford Ikon 1.3 Flair;Kochi;2009;66484;Petrol;Manual;First;13,8;1299;70;5;;1650
4601;BMW X1 sDrive 20d xLine;Coimbatore;2019;15456;Diesel;Automatic;First;20,68;1995;190;5;48,18;36640
4602;Mercedes-Benz E-Class 2009-2013 E250 CDI Classic;Mumbai;2011;55000;Diesel;Automatic;Second;14,21;2143;203;5;;16000
4603;Maruti Eeco 5 STR With AC Plus HTR CNG;Kochi;2019;21112;CNG;Manual;First;15,1;1196;73;5;;5380
4604;Honda Jazz Select Edition;Pune;2011;98000;Petrol;Manual;First;16,7;;;;;3150
4605;Honda Amaze S i-Dtech;Ahmedabad;2014;61297;Diesel;Manual;First;25,8;1498;98,6;5;;4350
4606;Maruti Zen LXi - BS III;Hyderabad;2006;80000;Petrol;Manual;Second;17,3;993;60;5;;1200
4607;Hyundai i20 Magna;Jaipur;2013;59000;Petrol;Manual;Second;18,5;1197;80;5;;4100
4608;BMW X5 3.0d;Chennai;2009;150000;Diesel;Automatic;First;11;2993;235;5;;18750
4609;Hyundai Creta 1.6 CRDi SX Option;Coimbatore;2017;60083;Diesel;Manual;First;19,67;1582;126,2;5;;13780
4610;Maruti Swift Dzire LDI;Kolkata;2016;85450;Diesel;Manual;First;26,59;1248;74;5;;4000
4611;Maruti Swift VDI;Jaipur;2013;88000;Diesel;Manual;First;22,9;1248;74;5;;4330
4612;Hyundai Grand i10 1.2 CRDi Asta;Kochi;2015;81828;Diesel;Manual;First;24;1186;73,97;5;8,68;5430
4613;Ford Figo Aspire 1.2 Ti-VCT Trend;Mumbai;2016;18000;Petrol;Manual;First;18,16;1196;86,8;5;;4900
4614;BMW X5 X5 M;Chennai;2017;15000;Diesel;Automatic;First;15,97;2993;258;5;;70000
4615;Mercedes-Benz New C-Class C 220 CDI Celebration Edition;Kolkata;2016;34000;Diesel;Automatic;First;11,78;2143;167,62;5;;25500
4616;Hyundai Grand i10 AT Asta;Ahmedabad;2015;46000;Petrol;Automatic;First;18,9;1197;82;5;;5100
4617;Hyundai Verna 1.6 SX CRDi (O);Hyderabad;2013;48158;Diesel;Manual;First;22,32;1582;126,32;5;;6700
4618;BMW 5 Series 525d Sedan;Hyderabad;2013;93000;Diesel;Automatic;First;16,73;2993;218;5;;26500
4619;Nissan Micra Diesel XV Premium;Ahmedabad;2013;71007;Diesel;Manual;First;23,08;1461;63,1;5;;3900
4620;Maruti SX4 ZXI MT BSIV;Pune;2010;63067;Petrol;Manual;Second;15,5;1586;103,3;5;;2700
4621;Tata Manza Aura Quadrajet BS IV;Hyderabad;2011;70259;Diesel;Manual;First;21,12;1248;88,8;5;;2950
4622;Audi A4 2.0 TDI Multitronic;Ahmedabad;2015;13000;Diesel;Automatic;First;16,55;1968;140;5;;23000
4623;Maruti Swift Ldi BSIV;Pune;2009;140000;Diesel;Manual;Second;17,8;1248;75;5;;2490
4624;Maruti Swift LDI Optional;Jaipur;2015;130000;Diesel;Manual;First;25,2;1248;74;5;;4500
4625;Toyota Corolla Altis Diesel D4DJ;Delhi;2011;89401;Diesel;Manual;First;21,43;1364;87,2;5;;4500
4626;Honda Jazz 1.5 VX i DTEC;Hyderabad;2015;67000;Diesel;Manual;First;27,3;1498;98,6;5;;6900
4627;BMW 6 Series 650i Coupe;Kochi;2010;65329;Petrol;Automatic;First;7,94;4395;450;4;;20720
4628;Skoda Fabia 1.2 Petrol Active;Jaipur;2010;72000;Petrol;Manual;First;16,25;1198;73,9;5;;2210
4629;Fiat Siena 1.2 ELX;Jaipur;2001;70000;Petrol;Manual;Third;0;1242;null ;5;;550
4630;Land Rover Freelander 2 HSE;Mumbai;2011;82000;Diesel;Automatic;Second;12,35;2179;187,74;5;;13900
4631;Ford Fiesta 1.6 ZXi Duratec;Pune;2010;85000;Petrol;Manual;First;15,3;1596;101;5;;1460
4632;Hyundai Verna SX CRDi AT;Pune;2012;83000;Diesel;Automatic;First;19,08;1582;126,32;5;;6000
4633;Renault KWID 1.0 RXT Optional;Jaipur;2016;26000;Petrol;Manual;First;21,7;999;67;5;4,78;3000
4634;Tata Indica Vista Quadrajet 90 ZX Plus;Delhi;2012;27000;Diesel;Manual;First;22,3;1248;88,8;5;;3500
4635;Hyundai i20 Active 1.4 SX;Kochi;2018;37746;Diesel;Manual;First;21,19;1396;88,73;5;;7590
4636;Maruti SX4 Zxi BSIII;Mumbai;2009;63274;Petrol;Manual;Second;15;1586;104,68;5;;1990
4637;Renault KWID RXT;Hyderabad;2016;25000;Petrol;Manual;First;25,17;799;53,3;5;;3800
4638;Mahindra Xylo E4 ABS BS III;Bangalore;2013;197000;Diesel;Manual;First;11,68;2498;112;7;;4000
4639;Hyundai EON D Lite Plus;Bangalore;2013;45010;Petrol;Manual;Second;21,1;814;55,2;5;;2950
4640;Honda Amaze VX i-DTEC;Delhi;2013;75348;Diesel;Manual;First;25,8;1498;98,6;5;;3750
4641;Volkswagen Polo Diesel Highline 1.2L;Kolkata;2010;90110;Diesel;Manual;First;22,07;1199;73,9;5;;2500
4642;Honda City 1.5 V MT;Pune;2011;102013;Petrol;Manual;First;17;1497;118;5;;3750
4643;Toyota Fortuner 4x2 AT;Pune;2015;36000;Diesel;Automatic;First;12,55;2982;168,5;7;;22000
4644;Honda Amaze E i-Vtech;Kochi;2017;37578;Petrol;Manual;First;18;1198;86,7;5;;6140
4645;BMW 1 Series 118d Base;Pune;2015;46001;Diesel;Automatic;First;20,58;1995;143;5;;16000
4646;Maruti Celerio VXI AT;Hyderabad;2014;46559;Petrol;Automatic;First;23,1;998;67,04;5;;3750
4647;Toyota Innova 2.5 GX (Diesel) 8 Seater;Mumbai;2015;48000;Diesel;Manual;First;12,99;2494;100,6;8;;11750
4648;Jaguar XF 2.2 Litre Luxury;Pune;2013;46000;Diesel;Automatic;Second;16,36;2179;187,7;5;;24000
4649;Honda WRV i-VTEC VX;Hyderabad;2017;15000;Petrol;Manual;First;17,5;1199;88,7;5;10,83;8900
4650;BMW X1 sDrive20d;Chennai;2012;85000;Diesel;Automatic;Third;17,05;1995;184;5;;10000
4651;Skoda Rapid 1.6 MPI AT Elegance;Mumbai;2014;32000;Petrol;Automatic;First;14,3;1598;103,5;5;;5550
4652;Volkswagen Vento 1.6 Comfortline;Kochi;2012;60818;Petrol;Manual;First;16,09;1598;103,5;5;11,05;3590
4653;Ford EcoSport 1.5 TDCi Trend Plus BE;Coimbatore;2019;35188;Diesel;Manual;First;22,77;1498;98,59;5;;11130
4654;Mahindra XUV500 W6 2WD;Jaipur;2012;110000;Diesel;Manual;First;15,1;2179;140;7;;7200
4655;Ford Fiesta Classic 1.4 Duratorq LXI;Mumbai;2014;61000;Diesel;Manual;First;18,6;1388;67;5;;2980
4656;Hyundai Santro Xing GLS;Pune;2010;75000;Petrol;Manual;Second;17,92;1086;62,1;5;;1700
4657;Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury;Delhi;2015;55000;Diesel;Automatic;First;12;2987;224;7;;52000
4658;Maruti Alto LXi BSII;Pune;2003;69966;Petrol;Manual;First;19,7;796;46,3;5;;950
4659;Honda City i VTEC VX Option;Mumbai;2016;42000;Petrol;Manual;First;17,8;1497;117,3;5;;9250
4660;Hyundai Santa Fe 2WD AT;Bangalore;2014;48000;Diesel;Automatic;First;13,01;2199;194,3;7;;16250
4661;Mercedes-Benz GLA Class 200 CDI SPORT;Kolkata;2015;35000;Diesel;Automatic;First;17,9;2143;136;5;;20990
4662;Toyota Innova 2.5 G4 Diesel 8-seater;Chennai;2005;128000;Diesel;Manual;Second;12,8;2494;102;8;;4250
4663;BMW 3 Series 320d Sedan;Bangalore;2008;78000;Diesel;Automatic;Second;16,07;1995;181;5;;7200
4664;Maruti Swift ZXI;Hyderabad;2011;53080;Petrol;Manual;First;18,6;1197;85,8;5;;4400
4665;Volkswagen Vento Petrol Highline;Pune;2011;66000;Petrol;Manual;Second;15,04;1598;103,6;5;;4250
4666;Maruti Ertiga VXI;Ahmedabad;2012;25000;Petrol;Manual;First;16,02;1373;93,7;7;;5350
4667;Hyundai Grand i10 AT Asta;Coimbatore;2016;36139;Petrol;Automatic;Second;18,9;1197;82;5;;6300
4668;Hyundai Creta 1.6 CRDi SX;Delhi;2017;44000;Diesel;Manual;First;19,67;1582;126,2;5;;12500
4669;Audi A6 3.0 TDI quattro;Ahmedabad;2008;50000;Diesel;Automatic;Second;16,77;2967;241,38;5;;7500
4670;Mahindra XUV500 W8 1.99 mHawk;Delhi;2016;81177;Diesel;Manual;First;16;1997;140;7;;11250
4671;Ford EcoSport 1.5 Ti VCT AT Titanium BE;Mumbai;2016;26000;Petrol;Automatic;First;16,05;1499;110,4;5;;7650
4672;Hyundai Xcent 1.1 CRDi Base;Mumbai;2016;100000;Diesel;Manual;First;24,4;1120;71;5;;4500
4673;Volkswagen Vento 1.5 TDI Comfortline AT;Hyderabad;2014;75000;Diesel;Automatic;First;21,21;1498;103,2;5;;7500
4674;Mercedes-Benz S-Class 280 AT;Kochi;2004;119859;Petrol;Automatic;First;13;2987;210;5;;7100
4675;Hyundai i10 Magna;Mumbai;2010;55980;Petrol;Manual;First;20,36;1197;78,9;5;;2250
4676;Audi A4 35 TDI Technology Edition;Hyderabad;2015;30000;Diesel;Automatic;First;17,11;1968;174,33;5;;27000
4677;Hyundai i20 Sportz 1.4 CRDi;Pune;2012;49700;Diesel;Manual;Second;21,9;1396;88,76;5;;4180
4678;Hyundai Verna 1.4 EX;Chennai;2013;79000;Diesel;Manual;First;23,5;1396;88,7;5;;6500
4679;Honda City 1.5 V MT;Delhi;2010;65100;Petrol;Manual;First;17;1497;118;5;;3150
4680;Maruti Ertiga VDI;Pune;2016;54161;Diesel;Manual;First;25,47;1248;88,5;7;11,27;7640
4681;Maruti Alto LXi BSII;Hyderabad;2011;28619;Petrol;Manual;First;19,7;796;46,3;5;;2400
4682;Maruti Wagon R AMT VXI;Mumbai;2016;9000;Petrol;Automatic;First;20,51;998;67;5;;4250
4683;Hyundai Verna 1.6 CRDi AT SX;Kochi;2016;42876;Diesel;Automatic;First;19,08;1582;126,2;5;;9310
4684;Maruti Alto LXi BSIII;Bangalore;2011;64000;Petrol;Manual;First;19,7;796;46,3;5;;2390
4685;Volkswagen Vento 1.6 Comfortline;Kochi;2018;20488;Petrol;Manual;Second;16,09;1598;103,5;5;11,48;7640
4686;Maruti Baleno Zeta 1.2;Delhi;2016;21000;Petrol;Manual;First;21,4;1197;83,1;5;;6210
4687;Land Rover Freelander 2 TD4 SE;Jaipur;2012;119203;Diesel;Automatic;First;0;2179;115;5;;16500
4688;Honda CR-V 2.0L 2WD AT;Kochi;2011;55987;Petrol;Automatic;First;13,7;1997;153,86;5;;8220
4689;Toyota Fortuner 2.8 2WD MT;Coimbatore;2017;72668;Diesel;Manual;First;14,24;2755;174,5;7;37,17;28850
4690;Honda City V AT;Mumbai;2015;32000;Petrol;Automatic;First;15,6;1497;116,3;5;;8500
4691;Mercedes-Benz SLK-Class 55 AMG;Bangalore;2014;3000;Petrol;Automatic;Second;12;5461;421;2;;90000
4692;Honda City i-VTEC S;Mumbai;2015;10400;Petrol;Manual;First;17,4;1497;117,3;5;;6510
4693;Maruti Swift VDI;Mumbai;2013;35000;Diesel;Manual;First;22,9;1248;74;5;;4650
4694;Toyota Corolla Altis 2008-2013 1.8 VL AT;Kochi;2013;55101;Petrol;Automatic;First;14,53;1794;138,1;5;;8400
4695;Toyota Etios Cross 1.4L VD;Bangalore;2014;57464;Diesel;Manual;First;23,59;1364;67,06;5;9,99;5750
4696;Maruti Wagon R LX;Jaipur;2006;110000;Petrol;Manual;First;18,9;998;67,1;5;;1110
4697;Fiat Punto 1.2 Dynamic;Kochi;2017;17941;Petrol;Manual;First;15,7;;;;;3930
4698;Mercedes-Benz E-Class 2015-2017 E 200 CGI;Mumbai;2014;72000;Petrol;Automatic;First;12;1991;184;5;;17250
4699;Jaguar XF Aero Sport Edition;Delhi;2012;16000;Diesel;Automatic;First;16,36;2179;187,7;5;;32000
4700;Hyundai i20 Sportz Petrol;Kochi;2011;62020;Petrol;Manual;First;17;1197;80;5;;3450
4701;Land Rover Freelander 2 SE;Pune;2014;85000;Diesel;Automatic;Second;12,39;2179;147,51;5;;23000
4702;Hyundai Elite i20 Petrol Sportz;Kochi;2018;14223;Petrol;Manual;First;18,6;1197;81,86;5;;7320
4703;Honda Amaze S i-Vtech;Jaipur;2014;41210;Petrol;Manual;First;18;1198;86,7;5;;4400
4704;Mercedes-Benz M-Class ML 350 4Matic;Bangalore;2015;20000;Diesel;Automatic;First;0;2987;165;5;;47350
4705;Maruti Alto 800 VXI;Coimbatore;2016;18043;Petrol;Manual;First;22,74;796;47,3;5;;4120
4706;Toyota Innova Crysta 2.8 ZX AT;Chennai;2016;80000;Diesel;Automatic;First;11,36;2755;171,5;7;26,95;19500
4707;Hyundai Grand i10 AT Asta;Hyderabad;2016;21000;Petrol;Automatic;First;18,9;1197;82;5;;6200
4708;BMW X3 xDrive30d M Sport;Bangalore;2016;49000;Diesel;Automatic;First;16,55;2993;258;5;;45000
4709;Maruti 1000 AC;Hyderabad;1998;104000;Petrol;Manual;Second;15;970;null ;5;;850
4710;Hyundai i20 Magna;Chennai;2010;95000;Petrol;Manual;Second;18,5;1197;80;5;;2800
